GeneID	padj	pvalue	lfcSE	stat	log2FoldChange	baseMean	Symbol	Description
3274	7.85e-01	4.27e-01	0.3876	-0.7947919	-0.30803331	1370.19	HRH2	histamine receptor H2
26511	7.85e-01	4.27e-01	0.2495	-0.794461	-0.19819216	1285.59	CHIC2	cysteine rich hydrophobic domain 2
7443	7.85e-01	4.27e-01	0.3494	0.794543	0.27761136	464.19	VRK1	VRK serine/threonine kinase 1
4493	7.85e-01	4.27e-01	0.6642	0.7943636	0.52762887	13.78	MT1E	metallothionein 1E
11180	7.85e-01	4.27e-01	0.244	0.793939	0.1937344	1088.85	WDR6	WD repeat domain 6
669	7.85e-01	4.27e-01	0.6008	0.7939017	0.47699685	437.41	BPGM	bisphosphoglycerate mutase
10658	7.85e-01	4.27e-01	0.22	-0.7939082	-0.17464149	3009.24	CELF1	CUGBP Elav-like family member 1
51386	7.85e-01	4.27e-01	0.2379	-0.794097	-0.18894739	3278.15	EIF3L	eukaryotic translation initiation factor 3 subunit L
64333	7.86e-01	4.28e-01	0.1964	-0.7934408	-0.15583822	3563.41	ARHGAP9	Rho GTPase activating protein 9
126068	7.86e-01	4.28e-01	0.879	-0.7934487	-0.69742307	47.06	ZNF441	zinc finger protein 441
8569	7.86e-01	4.28e-01	0.1352	0.7932826	0.10727273	1229.33	MKNK1	MAPK interacting serine/threonine kinase 1
64081	7.86e-01	4.28e-01	0.6441	0.7932338	0.51088533	67.18	PBLD	phenazine biosynthesis like protein domain containing
54802	7.86e-01	4.28e-01	0.5505	0.7929337	0.43650009	332.16	TRIT1	tRNA isopentenyltransferase 1
134957	7.86e-01	4.28e-01	0.1717	-0.7929951	-0.13615505	396.49	STXBP5	syntaxin binding protein 5
51649	7.86e-01	4.28e-01	0.3708	0.7928625	0.29396949	377.23	MRPS23	mitochondrial ribosomal protein S23
140462	7.86e-01	4.28e-01	0.5507	0.7931235	0.43681212	25.14	ASB9	ankyrin repeat and SOCS box containing 9
100422558	7.86e-01	4.28e-01	0.3877	-0.7926716	-0.30735702	96.66	SMG1P6	SMG1 pseudogene 6
9903	7.86e-01	4.28e-01	0.6454	0.7921472	0.51121663	1920.53	KLHL21	kelch like family member 21
1674	7.86e-01	4.28e-01	1.2348	0.7920655	0.9780475	22.09	DES	desmin
84912	7.86e-01	4.28e-01	0.2544	0.7921608	0.20150377	357.66	SLC35B4	solute carrier family 35 member B4
5318	7.86e-01	4.28e-01	0.597	0.7922187	0.47298163	132.27	PKP2	plakophilin 2
92979	7.86e-01	4.28e-01	0.6112	-0.792164	-0.48420683	12.39	MARCHF9	membrane associated ring-CH-type finger 9
79812	7.86e-01	4.29e-01	1.0433	0.7916627	0.82593238	26.94	MMRN2	multimerin 2
84133	7.86e-01	4.29e-01	0.5735	-0.7916744	-0.45405125	24.26	ZNRF3	zinc and ring finger 3
1663	7.87e-01	4.29e-01	0.6069	0.79123	0.48017682	164.85	DDX11	DEAD/H-box helicase 11
5439	7.87e-01	4.29e-01	0.1652	-0.7910708	-0.13065656	601.04	POLR2J	RNA polymerase II subunit J
100532736	7.87e-01	4.29e-01	0.2387	-0.7909199	-0.18875838	128.64	MICOS10-NBL1	MICOS10-NBL1 readthrough
100379224	7.87e-01	4.29e-01	0.5089	-0.7908224	-0.40242093	81.86	ZNF225-AS1	ZNF225 and ZNF224 antisense RNA 1
106660612	7.87e-01	4.29e-01	0.4887	-0.7904429	-0.38632547	68.82	LINC00680	long intergenic non-protein coding RNA 680
102724015	7.87e-01	4.29e-01	0.4622	-0.7902537	-0.3652543	27.75	SIPA1L1-AS1	SIPA1L1 antisense RNA 1
94120	7.87e-01	4.29e-01	0.2977	0.790149	0.23526476	1091.86	SYTL3	synaptotagmin like 3
284346	7.87e-01	4.30e-01	0.6303	-0.7898446	-0.4978619	16.59	ZNF575	zinc finger protein 575
85369	7.87e-01	4.30e-01	0.3227	-0.7897034	-0.25481623	729.43	STRIP1	striatin interacting protein 1
50636	7.87e-01	4.30e-01	0.2389	0.7896283	0.18861258	61.13	ANO7	anoctamin 7
83939	7.88e-01	4.30e-01	0.2419	0.7892459	0.190895	1147.95	EIF2A	eukaryotic translation initiation factor 2A
23234	7.88e-01	4.30e-01	0.4479	0.7889696	0.35335964	182.19	DNAJC9	DnaJ heat shock protein family (Hsp40) member C9
101928462	7.88e-01	4.30e-01	0.566	-0.7889509	-0.44657905	12.99	LOC101928462	uncharacterized LOC101928462
6573	7.88e-01	4.30e-01	0.201	0.7890666	0.15862713	1222.23	SLC19A1	solute carrier family 19 member 1
645513	7.88e-01	4.30e-01	0.501	-0.7887713	-0.39515067	80.22	SEPTIN7P14	septin 7 pseudogene 14
107985184	7.88e-01	4.30e-01	0.5442	0.7884409	0.42908309	8.53	LOC107985184	uncharacterized LOC107985184
100527963	7.88e-01	4.30e-01	0.1429	0.7884305	0.11262805	324.87	PMF1-BGLAP	PMF1-BGLAP readthrough
285513	7.88e-01	4.31e-01	0.4324	0.7881678	0.3408332	279.9	GPRIN3	GPRIN family member 3
9043	7.88e-01	4.31e-01	0.5032	-0.7882582	-0.39663741	1307.43	SPAG9	sperm associated antigen 9
81857	7.88e-01	4.31e-01	0.1437	0.7882072	0.11322851	331.74	MED25	mediator complex subunit 25
10389	7.88e-01	4.30e-01	0.8068	0.7886107	0.63623303	33.52	SCML2	Scm polycomb group protein like 2
80726	7.88e-01	4.31e-01	1.1848	-0.7879094	-0.93350322	7.71	IQCN	IQ motif containing N
7402	7.88e-01	4.31e-01	0.1997	0.7876428	0.15731724	3100.53	UTRN	utrophin
26292	7.88e-01	4.32e-01	0.2847	0.785796	0.22372479	405.55	MYCBP	MYC binding protein
200185	7.88e-01	4.31e-01	0.1965	-0.7872359	-0.15466906	811	KRTCAP2	keratinocyte associated protein 2
111240474	7.88e-01	4.32e-01	0.3673	-0.7861058	-0.28874247	37.99	CRYZL2P-SEC16B	CRYZL2P-SEC16B readthrough
9270	7.88e-01	4.32e-01	0.198	0.7858531	0.15558425	947.65	ITGB1BP1	integrin subunit beta 1 binding protein 1
56947	7.88e-01	4.31e-01	0.1371	0.7870894	0.10793144	1071.72	MFF	mitochondrial fission factor
22902	7.88e-01	4.31e-01	0.1813	0.786903	0.14266521	700.97	RUFY3	RUN and FYVE domain containing 3
63920	7.88e-01	4.32e-01	1.6221	0.7860798	1.27512781	12.53	FAM200C	family with sequence similarity 200 member C
5218	7.88e-01	4.31e-01	0.3741	-0.7867875	-0.29431661	174.78	CDK14	cyclin dependent kinase 14
101929709	7.88e-01	4.31e-01	0.9598	-0.7873928	-0.75575961	187.3	RIPK2-DT	RIPK2 divergent transcript
100506710	7.88e-01	4.32e-01	0.2571	-0.7859352	-0.20208078	504.81	EBLN3P	endogenous Bornavirus like nucleoprotein 3, pseudogene
3988	7.88e-01	4.31e-01	0.4617	0.7869985	0.36337936	8331.84	LIPA	lipase A, lysosomal acid type
25977	7.88e-01	4.32e-01	0.6055	-0.7855092	-0.47558661	1654.88	NECAP1	NECAP endocytosis associated 1
283431	7.88e-01	4.32e-01	0.6988	-0.7859747	-0.54920911	131.57	GAS2L3	growth arrest specific 2 like 3
26524	7.88e-01	4.32e-01	0.4252	-0.7855697	-0.33401104	159.75	LATS2	large tumor suppressor kinase 2
378706	7.88e-01	4.32e-01	0.4666	-0.7864164	-0.36690959	117.76	RN7SL2	RNA component of signal recognition particle 7SL2
57596	7.88e-01	4.31e-01	0.9549	0.7867641	0.75131621	16.39	BEGAIN	brain enriched guanylate kinase associated
653390	7.88e-01	4.32e-01	0.3755	-0.7856403	-0.29503892	277.96	RRN3P2	RRN3 pseudogene 2
55783	7.88e-01	4.32e-01	0.5415	0.7854376	0.42529987	633.05	CMTR2	cap methyltransferase 2
93210	7.88e-01	4.32e-01	0.3201	0.7854514	0.25142398	271.28	PGAP3	post-GPI attachment to proteins phospholipase 3
55666	7.88e-01	4.31e-01	0.1793	0.7866777	0.14106761	3411.06	NPLOC4	NPL4 homolog, ubiquitin recognition factor
57536	7.88e-01	4.31e-01	0.2925	-0.7866798	-0.23010991	97.1	KIAA1328	KIAA1328
163087	7.88e-01	4.32e-01	0.6125	-0.7857292	-0.48127724	88.29	ZNF383	zinc finger protein 383
8216	7.88e-01	4.32e-01	0.2344	-0.7858756	-0.18417967	797.74	LZTR1	leucine zipper like transcription regulator 1
100289678	7.89e-01	4.32e-01	0.4811	-0.784996	-0.37766747	179.05	ZNF783	zinc finger protein 783
10162	7.89e-01	4.33e-01	0.1722	0.784819	0.13515542	1022.04	LPCAT3	lysophosphatidylcholine acyltransferase 3
51292	7.89e-01	4.33e-01	0.1894	0.7848212	0.14867575	1150.42	GMPR2	guanosine monophosphate reductase 2
54145	7.89e-01	4.33e-01	0.3968	0.7846471	0.31137518	17.58	H2BC12L	H2B clustered histone 12 like
6047	7.89e-01	4.33e-01	0.215	0.7844862	0.16870152	1783.85	RNF4	ring finger protein 4
29935	7.89e-01	4.33e-01	1.2529	-0.7841089	-0.98242188	18.38	RPA4	replication protein A4
7259	7.89e-01	4.33e-01	0.3712	0.783813	0.29095652	673.08	TSPYL1	TSPY like 1
84861	7.89e-01	4.33e-01	0.3898	-0.7837684	-0.30548346	182.86	KLHL22	kelch like family member 22
100527950	7.90e-01	4.34e-01	0.2854	0.783202	0.22352301	406.29	GJA9-MYCBP	GJA9-MYCBP readthrough
5991	7.90e-01	4.33e-01	0.4208	-0.7835263	-0.32969662	104.27	RFX3	regulatory factor X3
283345	7.90e-01	4.34e-01	0.7197	-0.7832079	-0.56364866	18.08	RPL13P5	ribosomal protein L13 pseudogene 5
125988	7.90e-01	4.33e-01	0.2609	-0.7833932	-0.20438447	380.83	MICOS13	mitochondrial contact site and cristae organizing system subunit 13
4267	7.90e-01	4.33e-01	0.2923	0.7832646	0.22894367	3909.76	CD99	CD99 molecule (Xg blood group)
112267866	7.90e-01	4.34e-01	0.7721	-0.7829975	-0.60458387	17.29	LOC112267866	
126231	7.90e-01	4.34e-01	0.628	0.7828359	0.49164511	38.14	ZNF573	zinc finger protein 573
107984950	7.90e-01	4.34e-01	0.2751	-0.7822389	-0.21518024	195.93	LOC107984950	uncharacterized LOC107984950
308	7.90e-01	4.34e-01	0.2842	0.7823348	0.22233788	20817.21	ANXA5	annexin A5
146542	7.90e-01	4.34e-01	0.3734	0.7822911	0.29210631	234.57	ZNF688	zinc finger protein 688
25992	7.90e-01	4.34e-01	0.41	-0.7816989	-0.32051489	74.34	SNED1	sushi, nidogen and EGF like domains 1
100529239	7.90e-01	4.35e-01	0.1909	-0.7814572	-0.14920877	1451.32	RPS10-NUDT3	RPS10-NUDT3 readthrough
4191	7.90e-01	4.34e-01	0.2036	0.7819033	0.15919729	2820.07	MDH2	malate dehydrogenase 2
2791	7.90e-01	4.35e-01	0.8187	0.7814654	0.63980422	109.87	GNG11	G protein subunit gamma 11
399744	7.90e-01	4.35e-01	0.6434	-0.7814136	-0.50279029	10.15	LINC00999	long intergenic non-protein coding RNA 999
123228	7.90e-01	4.35e-01	0.8508	0.7814165	0.66482564	17.58	SENP8	SUMO peptidase family member, NEDD8 specific
28955	7.90e-01	4.34e-01	0.2196	-0.7816093	-0.17164861	109.01	DEXI	Dexi homolog
994	7.90e-01	4.35e-01	0.3627	-0.7814116	-0.28342372	330.02	CDC25B	cell division cycle 25B
3178	7.91e-01	4.35e-01	0.1926	0.7806527	0.15035556	4328.8	HNRNPA1	heterogeneous nuclear ribonucleoprotein A1
112487	7.91e-01	4.35e-01	0.3334	-0.7806614	-0.26027844	120.79	DTD2	D-aminoacyl-tRNA deacylase 2
114882	7.91e-01	4.35e-01	0.1711	-0.7805181	-0.13356515	2846.29	OSBPL8	oxysterol binding protein like 8
107985074	7.91e-01	4.35e-01	0.2439	0.780323	0.1903011	236.04	LOC107985074	uncharacterized LOC107985074
51599	7.91e-01	4.35e-01	0.7731	-0.7800928	-0.60309616	13.11	LSR	lipolysis stimulated lipoprotein receptor
2970	7.91e-01	4.35e-01	0.1907	0.7799206	0.14873688	1642.43	GTF2IP1	general transcription factor IIi pseudogene 1
115572	7.91e-01	4.36e-01	1.9629	0.7794669	1.52997702	6.08	TENT5B	terminal nucleotidyltransferase 5B
112268274	7.91e-01	4.36e-01	0.9549	-0.7795163	-0.7443506	27.89	LOC112268274	uncharacterized LOC112268274
83719	7.91e-01	4.36e-01	0.305	-0.7795437	-0.23775673	1048.07	YPEL3	yippee like 3
64427	7.92e-01	4.36e-01	0.2382	0.7791938	0.18559879	747.66	TTC31	tetratricopeptide repeat domain 31
22808	7.92e-01	4.36e-01	0.3803	0.7788672	0.29620842	244.81	MRAS	muscle RAS oncogene homolog
2121	7.92e-01	4.36e-01	1.142	0.7790105	0.88966562	12.95	EVC	EvC ciliary complex subunit 1
27235	7.92e-01	4.36e-01	0.1508	-0.7789197	-0.11747116	677.16	COQ2	coenzyme Q2, polyprenyltransferase
105375945	7.92e-01	4.36e-01	0.7126	-0.7788424	-0.55496553	18.73	LOC105375945	uncharacterized LOC105375945
4522	7.92e-01	4.36e-01	0.4408	0.7788037	0.34330183	989.86	MTHFD1	methylenetetrahydrofolate dehydrogenase, cyclohydrolase and formyltetrahydrofolate synthetase 1
55106	7.92e-01	4.36e-01	0.3326	-0.778279	-0.25885996	347.49	SLFN12	schlafen family member 12
10992	7.92e-01	4.37e-01	0.163	-0.7780315	-0.12681565	2459.06	SF3B2	splicing factor 3b subunit 2
5052	7.92e-01	4.37e-01	0.2375	0.7775526	0.18463016	3235.93	PRDX1	peroxiredoxin 1
101927424	7.92e-01	4.37e-01	1.5153	0.7776034	1.17832649	8.88	LINC01961	long intergenic non-protein coding RNA 1961
762	7.92e-01	4.37e-01	0.3663	-0.7774225	-0.28474106	76.04	CA4	carbonic anhydrase 4
139065	7.92e-01	4.37e-01	0.4177	0.7774177	0.32471756	346.46	SLITRK4	SLIT and NTRK like family member 4
106707243	7.92e-01	4.37e-01	0.3316	-0.7772402	-0.25776135	28.5	PRH1-TAS2R14	PRH1-TAS2R14 readthrough
100507459	7.92e-01	4.37e-01	0.8555	0.7772303	0.66491192	13.76	NRSN2-AS1	NRSN2 antisense RNA 1
5229	7.93e-01	4.37e-01	0.3589	0.7770736	0.27886124	485.51	PGGT1B	protein geranylgeranyltransferase type I subunit beta
5151	7.93e-01	4.37e-01	0.2707	0.7768693	0.2102885	570.95	PDE8A	phosphodiesterase 8A
100132273	7.93e-01	4.37e-01	0.6145	-0.7768309	-0.47740092	19.08	NDUFA6-DT	NDUFA6 divergent transcript
55596	7.93e-01	4.37e-01	0.3136	-0.7766645	-0.24354753	323.89	ZCCHC8	zinc finger CCHC-type containing 8
6727	7.93e-01	4.37e-01	0.1393	0.7764693	0.10813596	4463.2	SRP14	signal recognition particle 14
2935	7.93e-01	4.37e-01	0.2328	0.7765012	0.18076905	2383.08	GSPT1	G1 to S phase transition 1
51162	7.93e-01	4.38e-01	0.8218	0.77637	0.63798351	30.38	EGFL7	EGF like domain multiple 7
134265	7.93e-01	4.38e-01	1.5971	0.7760857	1.23951056	8.19	AFAP1L1	actin filament associated protein 1 like 1
8733	7.93e-01	4.38e-01	0.2192	0.7759977	0.17008908	1604.21	GPAA1	glycosylphosphatidylinositol anchor attachment 1
1175	7.93e-01	4.38e-01	0.2446	-0.7759905	-0.18981756	1042.31	AP2S1	adaptor related protein complex 2 subunit sigma 1
9167	7.93e-01	4.38e-01	0.1475	-0.7757684	-0.1144384	1162.52	COX7A2L	cytochrome c oxidase subunit 7A2 like
3383	7.93e-01	4.38e-01	1.1355	0.7757273	0.88081509	23734.39	ICAM1	intercellular adhesion molecule 1
105371792	7.93e-01	4.38e-01	0.3211	0.7755748	0.24902267	32.31	LOC105371792	uncharacterized LOC105371792
51657	7.93e-01	4.38e-01	0.1322	-0.7754417	-0.10254303	673.45	STYXL1	serine/threonine/tyrosine interacting like 1
89801	7.93e-01	4.38e-01	0.3733	-0.7752066	-0.28935874	50.18	PPP1R3F	protein phosphatase 1 regulatory subunit 3F
205	7.93e-01	4.39e-01	0.5248	-0.7746591	-0.40655748	138.25	AK4	adenylate kinase 4
573	7.93e-01	4.39e-01	0.2266	0.7747233	0.17556633	1619.36	BAG1	BAG cochaperone 1
6749	7.93e-01	4.38e-01	0.2283	0.7747803	0.17690839	489.32	SSRP1	structure specific recognition protein 1
5395	7.94e-01	4.39e-01	0.3669	-0.7745134	-0.28416576	234.41	PMS2	PMS1 homolog 2, mismatch repair system component
84976	7.94e-01	4.39e-01	0.7197	0.7742408	0.55721985	60.43	DISP1	dispatched RND transporter family member 1
4084	7.94e-01	4.39e-01	1.1049	0.7741548	0.85539348	16247.2	MXD1	MAX dimerization protein 1
89853	7.94e-01	4.39e-01	0.313	0.7741598	0.2422911	417.59	MVB12B	multivesicular body subunit 12B
6390	7.94e-01	4.39e-01	0.2043	0.7740525	0.15814509	2026.86	SDHB	succinate dehydrogenase complex iron sulfur subunit B
55609	7.94e-01	4.39e-01	0.6052	-0.7739686	-0.46842238	51.13	ZNF280C	zinc finger protein 280C
79637	7.94e-01	4.39e-01	0.4876	-0.7737273	-0.3772871	60.51	ARMC7	armadillo repeat containing 7
79064	7.94e-01	4.39e-01	0.2786	-0.7734231	-0.21546463	352.97	TMEM223	transmembrane protein 223
156	7.94e-01	4.39e-01	0.1006	0.7734075	0.0777883	12413.11	GRK2	G protein-coupled receptor kinase 2
79947	7.94e-01	4.40e-01	0.2278	0.7729618	0.17605112	549.17	DHDDS	dehydrodolichyl diphosphate synthase subunit
7172	7.94e-01	4.40e-01	0.3137	0.7728497	0.24245189	1295.32	TPMT	thiopurine S-methyltransferase
4240	7.95e-01	4.40e-01	0.8596	-0.7725142	-0.66408871	13.27	MFGE8	milk fat globule EGF and factor V/VIII domain containing
10399	7.95e-01	4.40e-01	0.175	-0.7722535	-0.13513415	6656.97	RACK1	receptor for activated C kinase 1
374393	7.95e-01	4.40e-01	1.2646	-0.7717507	-0.97593937	16.85	FAM111B	FAM111 trypsin like peptidase B
527	7.95e-01	4.40e-01	0.1616	-0.7718133	-0.1247436	1864.94	ATP6V0C	ATPase H+ transporting V0 subunit c
81579	7.95e-01	4.40e-01	0.3165	0.7715636	0.24418669	141.09	PLA2G12A	phospholipase A2 group XIIA
100505854	7.95e-01	4.40e-01	0.2979	-0.771429	-0.22982807	103.81	APTR	Alu-mediated CDKN1A/p21 transcriptional regulator
79033	7.95e-01	4.41e-01	0.1649	0.7712215	0.127149	462.75	ERI3	ERI1 exoribonuclease family member 3
9855	7.95e-01	4.41e-01	0.3359	0.7705844	0.25882302	166.17	FARP2	FERM, ARH/RhoGEF and pleckstrin domain protein 2
57117	7.95e-01	4.41e-01	0.3085	0.7710783	0.23788206	363.68	INTS12	integrator complex subunit 12
64167	7.95e-01	4.41e-01	0.8329	0.7706801	0.6419252	2734.93	ERAP2	endoplasmic reticulum aminopeptidase 2
79778	7.95e-01	4.41e-01	0.5666	-0.7705563	-0.43660062	45.44	MICALL2	MICAL like 2
3551	7.95e-01	4.41e-01	0.2805	-0.7705761	-0.21611138	1246.89	IKBKB	inhibitor of nuclear factor kappa B kinase subunit beta
399665	7.95e-01	4.41e-01	0.3457	-0.7710452	-0.2665747	129.87	EEIG1	estrogen-induced osteoclastogenesis regulator 1
7249	7.95e-01	4.41e-01	0.141	0.7708958	0.10872052	1409.15	TSC2	TSC complex subunit 2
8535	7.95e-01	4.41e-01	0.214	-0.7708291	-0.16497308	470.43	CBX4	chromobox 4
338811	7.95e-01	4.41e-01	0.423	0.7703958	0.32591468	47.67	TAFA2	TAFA chemokine like family member 2
129642	7.96e-01	4.41e-01	0.4179	0.7701126	0.32182945	277.94	MBOAT2	membrane bound O-acyltransferase domain containing 2
3101	7.96e-01	4.41e-01	0.251	0.7700826	0.19326822	8698.8	HK3	hexokinase 3
100507291	7.96e-01	4.42e-01	0.5505	-0.7693965	-0.42356374	16.2	COPB2-DT	COPB2 divergent transcript
1316	7.96e-01	4.42e-01	0.4723	-0.7694136	-0.36342814	19990.22	KLF6	KLF transcription factor 6
55218	7.96e-01	4.42e-01	0.4392	0.7693867	0.33790546	256.3	EXD2	exonuclease 3'-5' domain containing 2
5955	7.96e-01	4.42e-01	0.2681	0.769436	0.20626347	372.97	RCN2	reticulocalbin 2
105373302	7.96e-01	4.42e-01	0.5923	0.7693985	0.45568454	7.28	LOC105373302	
27247	7.96e-01	4.42e-01	0.2344	0.7689926	0.18028186	334.78	NFU1	NFU1 iron-sulfur cluster scaffold
51435	7.96e-01	4.42e-01	0.252	-0.7690955	-0.1938385	120.44	SCARA3	scavenger receptor class A member 3
51561	7.96e-01	4.42e-01	1.601	0.7692071	1.23150326	848.72	IL23A	interleukin 23 subunit alpha
7561	7.96e-01	4.42e-01	1.0267	0.7689807	0.78951421	51.01	ZNF14	zinc finger protein 14
2180	7.96e-01	4.42e-01	0.7653	-0.7688884	-0.58839723	25058.49	ACSL1	acyl-CoA synthetase long chain family member 1
7132	7.96e-01	4.42e-01	0.3521	0.7687043	0.27067157	3234.91	TNFRSF1A	TNF receptor superfamily member 1A
8881	7.96e-01	4.42e-01	0.2198	-0.7687532	-0.16894166	502.65	CDC16	cell division cycle 16
81610	7.96e-01	4.42e-01	1.2339	0.7680663	0.94768368	39.52	FAM83D	family with sequence similarity 83 member D
2059	7.97e-01	4.43e-01	0.4421	0.7677142	0.33943172	197.87	EPS8	epidermal growth factor receptor pathway substrate 8
5333	7.97e-01	4.43e-01	0.3843	0.7674208	0.29492766	109.21	PLCD1	phospholipase C delta 1
101927164	7.97e-01	4.43e-01	0.5498	-0.7668744	-0.42164371	9.06	LOC101927164	uncharacterized LOC101927164
8446	7.97e-01	4.43e-01	0.2475	0.7663385	0.18963934	547.42	DUSP11	dual specificity phosphatase 11
11188	7.97e-01	4.44e-01	0.1244	0.7662002	0.09531187	1195.43	NISCH	nischarin
60481	7.97e-01	4.44e-01	0.1971	-0.7661335	-0.15097155	2183.87	ELOVL5	ELOVL fatty acid elongase 5
100132077	7.97e-01	4.43e-01	0.938	-0.766832	-0.71925673	52.92	LOC100132077	uncharacterized LOC100132077
23283	7.97e-01	4.43e-01	0.4907	-0.7665159	-0.37611361	342.22	CSTF2T	cleavage stimulation factor subunit 2 tau variant
120	7.97e-01	4.43e-01	0.2168	0.7667114	0.16625126	3999.63	ADD3	adducin 3
653720	7.97e-01	4.44e-01	0.7716	-0.7661993	-0.59121828	11.44	GOLGA8M	golgin A8 family member M
54822	7.97e-01	4.44e-01	0.2518	-0.7662349	-0.19293377	743.74	TRPM7	transient receptor potential cation channel subfamily M member 7
8996	7.97e-01	4.43e-01	0.6571	-0.7667444	-0.50381459	40.09	NOL3	nucleolar protein 3
27351	7.97e-01	4.44e-01	0.2311	0.7662433	0.17706363	595.47	DESI1	desumoylating isopeptidase 1
100874113	7.97e-01	4.44e-01	0.7388	-0.7656878	-0.56569341	7.5	YEATS2-AS1	YEATS2 antisense RNA 1
83862	7.97e-01	4.44e-01	0.2407	0.7657297	0.18433324	820.23	TMEM120A	transmembrane protein 120A
64598	7.97e-01	4.44e-01	0.2418	0.7656142	0.18510861	188.66	MOSPD3	motile sperm domain containing 3
1880	7.97e-01	4.44e-01	1.227	0.7654883	0.939278	19439.24	GPR183	G protein-coupled receptor 183
112268246	7.97e-01	4.44e-01	0.1695	-0.7655086	-0.1297638	388.18	LOC112268246	
54067	7.97e-01	4.44e-01	0.968	0.7658062	0.74129343	7.14	C21orf62-AS1	C21orf62 antisense RNA 1
79581	7.98e-01	4.44e-01	0.2512	0.7651668	0.19220524	703.95	SLC52A2	solute carrier family 52 member 2
8148	7.98e-01	4.44e-01	0.3402	-0.7648896	-0.2602352	100.66	TAF15	TATA-box binding protein associated factor 15
54455	7.98e-01	4.44e-01	0.167	-0.7646646	-0.12769171	949.06	FBXO42	F-box protein 42
253782	7.98e-01	4.45e-01	0.1911	0.7643404	0.14606568	1637.41	CERS6	ceramide synthase 6
79845	7.98e-01	4.45e-01	0.6174	-0.7643128	-0.47189585	8.87	RNF122	ring finger protein 122
1376	7.98e-01	4.45e-01	0.4805	0.7637507	0.3670157	675.92	CPT2	carnitine palmitoyltransferase 2
152815	7.98e-01	4.45e-01	0.3396	-0.7637626	-0.25939476	227.04	THAP6	THAP domain containing 6
256471	7.98e-01	4.45e-01	0.2598	-0.7640902	-0.1985194	209.11	MFSD8	major facilitator superfamily domain containing 8
5188	7.98e-01	4.45e-01	0.3028	0.7638271	0.23128112	388.8	GATB	glutamyl-tRNA amidotransferase subunit B
55972	7.98e-01	4.45e-01	0.1951	0.7636391	0.14899927	846.75	SLC25A40	solute carrier family 25 member 40
23214	7.98e-01	4.45e-01	0.1641	0.7636229	0.12529244	1589.83	XPO6	exportin 6
126375	7.98e-01	4.45e-01	0.6687	-0.7636446	-0.5106666	115.66	ZNF792	zinc finger protein 792
339804	7.98e-01	4.45e-01	0.5381	0.7634212	0.41083184	131.66	C2orf74	chromosome 2 open reading frame 74
5867	7.98e-01	4.45e-01	0.3202	-0.7632475	-0.24438536	623.65	RAB4A	RAB4A, member RAS oncogene family
157313	7.98e-01	4.45e-01	0.7781	-0.7632308	-0.59386332	99.65	CDCA2	cell division cycle associated 2
84062	7.98e-01	4.45e-01	0.2032	0.762951	0.15502361	564.83	DTNBP1	dystrobrevin binding protein 1
7407	7.98e-01	4.46e-01	0.2958	0.7628476	0.22566952	1589.02	VARS1	valyl-tRNA synthetase 1
3396	7.98e-01	4.45e-01	0.3087	-0.762999	-0.23550743	262.61	MRPL58	mitochondrial ribosomal protein L58
90233	7.98e-01	4.46e-01	0.9959	0.7627506	0.75963934	74.27	ZNF551	zinc finger protein 551
51378	7.98e-01	4.46e-01	1.2838	-0.7627035	-0.97917677	9.7	ANGPT4	angiopoietin 4
11189	7.98e-01	4.46e-01	0.2007	-0.762419	-0.15302257	1124.18	CELF3	CUGBP Elav-like family member 3
5546	7.98e-01	4.46e-01	0.1537	-0.7622188	-0.11712889	1016.72	PRCC	proline rich mitotic checkpoint control factor
166968	7.98e-01	4.46e-01	0.2991	0.7621478	0.22793248	144.7	MIER3	MIER family member 3
6667	7.98e-01	4.46e-01	0.3645	0.7622643	0.27783725	1150.79	SP1	Sp1 transcription factor
7178	7.98e-01	4.46e-01	0.3354	-0.7625696	-0.25574845	8129.29	TPT1	tumor protein, translationally-controlled 1
8883	7.98e-01	4.46e-01	0.2072	-0.7624579	-0.15795624	318.38	NAE1	NEDD8 activating enzyme E1 subunit 1
10362	7.98e-01	4.46e-01	0.1913	0.7619764	0.14575493	1123.75	HMG20B	high mobility group 20B
93474	7.99e-01	4.46e-01	0.7567	-0.7613294	-0.5760783	66.28	ZNF670	zinc finger protein 670
100113407	7.99e-01	4.47e-01	0.5183	-0.7607438	-0.39431593	4515.8	TMEM170B	transmembrane protein 170B
23097	7.99e-01	4.47e-01	0.2597	0.7610557	0.19764866	159.97	CDK19	cyclin dependent kinase 19
1666	7.99e-01	4.46e-01	0.2388	0.7614762	0.18182434	2006.81	DECR1	2,4-dienoyl-CoA reductase 1
401565	7.99e-01	4.46e-01	0.4432	-0.761606	-0.33753581	122.89	FAM166A	family with sequence similarity 166 member A
54764	7.99e-01	4.47e-01	0.2596	-0.7609219	-0.19752643	462.74	ZRANB1	zinc finger RANBP2-type containing 1
5213	7.99e-01	4.47e-01	0.2936	0.7607712	0.22339065	230.77	PFKM	phosphofructokinase, muscle
9055	7.99e-01	4.46e-01	0.6838	0.7612988	0.52056908	360.25	PRC1	protein regulator of cytokinesis 1
9742	7.99e-01	4.47e-01	0.3668	0.7609293	0.27912258	98.76	IFT140	intraflagellar transport 140
9884	7.99e-01	4.47e-01	0.5086	-0.7607643	-0.3869063	122.53	LRRC37A	leucine rich repeat containing 37A
